Date,Open,High,Low,Close,Adj Close,Volume,precio_medio,vol_mln_usd,color_vela
2020-01-29,176.34788513183594,178.8429718017578,175.0503387451172,175.0503387451172,175.0503387451172,10725267311,176.32288360595703,1891110.0,roja
2020-01-30,174.91770935058594,186.26048278808594,172.3746337890625,184.6904754638672,184.6904754638672,12604789338,179.5608253479004,2263326.0,verde
2020-01-31,184.73690795898438,185.4058380126953,176.29681396484375,180.16017150878906,180.16017150878906,11728616394,181.64993286132812,2130502.0,roja
2020-02-01,180.11376953125,183.84555053710938,179.74517822265625,183.6739501953125,183.6739501953125,11569697182,181.84461212158203,2103887.0,verde
2020-02-02,183.53250122070312,193.0803985595703,180.1739501953125,188.61753845214844,188.61753845214844,14054425389,186.3510971069336,2619058.0,verde
2020-02-03,188.60740661621094,193.4368896484375,188.0126953125,189.8650665283203,189.8650665283203,12392875241,189.9805145263672,2354405.0,verde
2020-02-04,189.86172485351562,191.1114959716797,185.40362548828125,189.25059509277344,189.25059509277344,11714191695,188.9068603515625,2212891.0,roja
2020-02-05,189.29910278320312,206.8040008544922,188.752685546875,204.23023986816406,204.23023986816406,14865434435,197.2715072631836,2932527.0,verde
2020-02-06,204.12969970703125,214.59771728515625,201.90406799316406,212.33908081054688,212.33908081054688,16425589683,208.2426414489746,3420508.0,verde
2020-02-07,212.31588745117188,223.14093017578125,212.30419921875,222.72605895996094,222.72605895996094,16673443564,217.62176895141602,3628504.0,verde
2020-02-08,222.51097106933594,226.5880889892578,215.38629150390625,223.14651489257812,223.14651489257812,16741203125,221.90796661376953,3715006.0,verde
2020-02-09,222.98223876953125,229.86424255371094,222.98223876953125,228.5785675048828,228.5785675048828,15031356241,226.10182189941406,3398617.0,verde
2020-02-10,228.54913330078125,229.1846160888672,218.08004760742188,223.522705078125,223.522705078125,16210008511,224.83412551879883,3644563.0,roja
2020-02-11,223.3849334716797,236.54713439941406,218.61761474609375,235.8511962890625,235.8511962890625,16964695963,228.6002197265625,3878133.0,verde
2020-02-12,235.89822387695312,272.3988342285156,235.89627075195312,265.4061279296875,265.4061279296875,24545049386,252.39986419677734,6195167.0,verde
2020-02-13,265.0527038574219,273.7410583496094,258.9225158691406,268.0992431640625,268.0992431640625,25801317504,266.4538803100586,6874861.0,verde
2020-02-14,268.0232849121094,285.0564270019531,262.76251220703125,284.2174987792969,284.2174987792969,23558253463,275.01493072509766,6478871.0,verde
2020-02-15,284.5613098144531,287.1236877441406,264.2796630859375,264.72857666015625,264.72857666015625,23682452994,275.1733093261719,6516779.0,roja
2020-02-16,264.904052734375,272.8824462890625,242.48440551757812,259.89471435546875,259.89471435546875,25152366643,260.0414047241211,6540657.0,roja
2020-02-17,259.89056396484375,266.8712463378906,244.3353271484375,266.3634338378906,266.3634338378906,26024080089,259.3651428222656,6749739.0,verde
2020-02-18,266.5088195800781,283.1961364746094,261.4638977050781,281.944580078125,281.944580078125,26511477187,273.27835845947266,7245013.0,verde
2020-02-19,282.0362854003906,283.5379333496094,259.76397705078125,259.76397705078125,259.76397705078125,22679414413,271.2755432128906,6152370.0,roja
2020-02-20,259.8198547363281,263.6954040527344,250.95126342773438,257.949462890625,257.949462890625,23229828870,258.10399627685547,5995712.0,roja
2020-02-21,257.89111328125,267.0048522949219,255.6890869140625,265.6006164550781,265.6006164550781,20867593292,261.5464172363281,5457844.0,verde
2020-02-22,265.55157470703125,266.38720703125,258.91314697265625,262.33172607421875,262.33172607421875,16906032862,263.29591369628906,4451289.0,roja
2020-02-23,262.2784118652344,273.754150390625,261.96051025390625,273.754150390625,273.754150390625,19585998814,267.93680572509766,5247810.0,verde
2020-02-24,273.705078125,275.5395202636719,259.6251525878906,265.2164306640625,265.2164306640625,22400845640,268.52154541015625,6015110.0,roja
2020-02-25,265.28338623046875,265.4314880371094,246.85899353027344,247.81759643554688,247.81759643554688,21878882134,256.3478660583496,5608605.0,roja
2020-02-26,247.74020385742188,249.6497039794922,221.2665557861328,225.68026733398438,225.68026733398438,26235617201,236.0841827392578,6193814.0,roja
2020-02-27,225.68704223632812,237.2289276123047,212.66452026367188,226.75338745117188,226.75338745117188,25645522790,225.58346939086914,5785206.0,verde
2020-02-28,226.98760986328125,234.2089385986328,216.34620666503906,226.760498046875,226.760498046875,22563530559,226.07581329345703,5101069.0,roja
2020-02-29,226.8334503173828,232.25662231445312,219.8485107421875,219.8485107421875,219.8485107421875,18181296376,224.69677352905273,4085279.0,roja
2020-03-01,219.752685546875,226.67788696289062,214.13043212890625,218.97059631347656,218.97059631347656,18179807469,219.8829002380371,3997429.0,roja
2020-03-02,218.7116241455078,232.81158447265625,217.28428649902344,230.5697784423828,230.5697784423828,20305587789,224.84431838989258,4565596.0,verde
2020-03-03,230.5239715576172,232.3258056640625,221.732666015625,224.47962951660156,224.47962951660156,19853178572,227.26551818847656,4511943.0,roja
2020-03-04,224.56533813476562,228.04042053222656,222.08888244628906,224.51797485351562,224.51797485351562,16567075208,224.80315399169922,3724331.0,roja
2020-03-05,224.6418914794922,234.3644561767578,224.6418914794922,229.2681884765625,229.2681884765625,18201291785,228.22910690307617,4154065.0,verde
2020-03-06,229.16842651367188,243.5549774169922,228.7435760498047,243.52529907226562,243.52529907226562,19374772256,236.2480697631836,4577253.0,verde
2020-03-07,243.7501983642578,249.97848510742188,237.55128479003906,237.85308837890625,237.85308837890625,19431652027,242.28326416015625,4707964.0,roja
2020-03-08,237.7806854248047,237.7806854248047,200.6029815673828,200.68905639648438,200.68905639648438,21381823651,219.21335220336914,4687181.0,roja
2020-03-09,201.31849670410156,207.45140075683594,192.2698974609375,201.986328125,201.986328125,23645428606,200.75653076171875,4746974.0,verde
2020-03-10,202.86395263671875,205.71424865722656,198.0644989013672,200.76724243164062,200.76724243164062,18344930072,201.85248565673828,3702970.0,roja
2020-03-11,200.76803588867188,202.9542999267578,184.36215209960938,194.8685302734375,194.8685302734375,16984790291,195.73825454711914,3324573.0,roja
2020-03-12,194.73892211914062,195.14793395996094,111.21070861816406,112.34712219238281,112.34712219238281,22134741655,153.3611717224121,3394610.0,roja
2020-03-13,112.68999481201172,137.42953491210938,95.1843032836914,133.20181274414062,133.20181274414062,27864623061,119.62641143798828,3333345.0,verde
2020-03-14,133.5824737548828,134.484375,122.41447448730469,123.30602264404297,123.30602264404297,12740784545,128.44683647155762,1636513.0,roja
2020-03-15,123.24606323242188,132.2421417236328,121.85365295410156,125.21430206298828,125.21430206298828,12719251813,125.63903999328613,1598035.0,verde
2020-03-16,124.9961166381836,124.9961166381836,105.17144012451172,110.60587310791016,110.60587310791016,15984904590,116.44238662719727,1861320.0,roja
2020-03-17,110.40678405761719,118.98828125,110.40678405761719,113.9427490234375,113.9427490234375,12087490572,113.43614959716797,1371158.0,verde
2020-03-18,113.8576431274414,116.02162170410156,111.74311065673828,114.84226989746094,114.84226989746094,11617854009,114.11616134643555,1325785.0,verde
2020-03-19,114.83982849121094,140.52772521972656,114.73286437988281,136.59385681152344,136.59385681152344,16396753275,126.67356872558594,2077035.0,verde
2020-03-20,136.64927673339844,150.8538055419922,122.60565948486328,132.73716735839844,132.73716735839844,18960388062,135.7114772796631,2573142.0,roja
2020-03-21,133.1017608642578,135.972412109375,127.16375732421875,132.81871032714844,132.81871032714844,13684083308,132.26416015625,1809914.0,roja
2020-03-22,132.85113525390625,136.15164184570312,122.90933227539062,123.32115173339844,123.32115173339844,12497707224,128.8083152770996,1609809.0,roja
2020-03-23,123.36598205566406,134.91160583496094,121.86788177490234,134.91160583496094,134.91160583496094,14149877968,128.76426887512207,1821999.0,verde
2020-03-24,135.1941375732422,141.9485321044922,133.1687774658203,138.76144409179688,138.76144409179688,14609068673,137.2682228088379,2005361.0,verde
2020-03-25,138.9149627685547,141.40379333496094,134.30422973632812,136.19589233398438,136.19589233398438,13433092920,137.70471954345703,1849800.0,roja
2020-03-26,136.190673828125,138.83056640625,134.8860321044922,138.36155700683594,138.36155700683594,11367261176,137.06720733642578,1558079.0,verde
2020-03-27,138.36993408203125,139.90269470214844,133.9379425048828,133.9379425048828,133.9379425048828,11396286629,136.53712844848633,1556016.0,roja
2020-03-28,134.03274536132812,134.03274536132812,126.96218872070312,130.9864959716797,130.9864959716797,12162403960,131.50354385375977,1599399.0,roja
2020-03-29,131.0153350830078,131.17408752441406,125.4500503540039,125.58373260498047,125.58373260498047,9938133669,128.30580139160156,1275120.0,roja
2020-03-30,125.57789611816406,133.91146850585938,125.28968048095703,132.904541015625,132.904541015625,11841123306,129.42089653015137,1532489.0,verde
2020-03-31,132.8209228515625,134.27413940429688,131.65289306640625,133.59356689453125,133.59356689453125,11065246317,133.08538055419922,1472623.0,verde
2020-04-01,133.61231994628906,135.63455200195312,129.73094177246094,135.63455200195312,135.63455200195312,12456564435,133.65309143066406,1664858.0,verde
2020-04-02,135.732177734375,146.78709411621094,135.732177734375,142.02914428710938,142.02914428710938,15322861686,140.07014846801758,2146276.0,verde
2020-04-03,142.11045837402344,146.89987182617188,139.619384765625,142.09130859375,142.09130859375,13184603402,142.68025588989258,1881183.0,roja
2020-04-04,142.21517944335938,145.37730407714844,140.121826171875,145.21939086914062,145.21939086914062,11946658257,143.23342514038086,1711161.0,verde
2020-04-05,145.26101684570312,146.12852478027344,142.10208129882812,143.54664611816406,143.54664611816406,11280993591,144.2595672607422,1627391.0,roja
2020-04-06,143.60821533203125,169.27264404296875,143.5446014404297,169.13587951660156,169.13587951660156,21636382525,156.3903350830078,3383721.0,verde
2020-04-07,169.14744567871094,175.20413208007812,164.2033233642578,165.10194396972656,165.10194396972656,21659346091,168.41421127319336,3647742.0,roja
2020-04-08,165.24032592773438,173.21026611328125,164.49319458007812,172.64173889160156,172.64173889160156,17063110836,168.89638137817383,2881898.0,verde
2020-04-09,172.76126098632812,172.8977813720703,167.98712158203125,170.80714416503906,170.80714416503906,14901696210,171.1133270263672,2549879.0,roja
2020-04-10,170.8292694091797,170.94976806640625,154.9144744873047,158.41244506835938,158.41244506835938,17980944616,163.7764892578125,2944856.0,roja
2020-04-11,158.5389862060547,161.16757202148438,155.29833984375,158.2160186767578,158.2160186767578,13555089447,158.30522918701172,2145842.0,roja
2020-04-12,158.23239135742188,164.51695251464844,156.3205108642578,161.14242553710938,161.14242553710938,15123721386,160.05307006835938,2420598.0,verde
2020-04-13,160.72067260742188,160.74969482421875,151.61448669433594,156.27955627441406,156.27955627441406,16465282133,157.34110260009766,2590666.0,roja
2020-04-14,156.35595703125,160.94427490234375,155.86593627929688,157.5963897705078,157.5963897705078,14723156630,157.6906394958496,2321704.0,verde
2020-04-15,157.56564331054688,160.71112060546875,152.80284118652344,153.28689575195312,153.28689575195312,14171753737,156.09162521362305,2212092.0,roja
2020-04-16,153.20042419433594,173.1572723388672,150.3594207763672,172.15737915039062,172.15737915039062,22910469236,162.21862411499023,3716505.0,verde
2020-04-17,172.2794189453125,174.27590942382812,169.75157165527344,171.63858032226562,171.63858032226562,16714684266,171.98637008666992,2874698.0,roja
2020-04-18,171.61807250976562,187.9404754638672,171.61807250976562,186.91400146484375,186.91400146484375,20160323443,179.52265548706055,3619235.0,verde
2020-04-19,186.8619842529297,188.0989227294922,180.12081909179688,181.61495971679688,181.61495971679688,19146038381,184.1741714477539,3526206.0,roja
2020-04-20,181.480224609375,186.0835418701172,170.32127380371094,172.2971649169922,172.2971649169922,21266681335,177.54555130004883,3775805.0,roja
2020-04-21,172.01771545410156,175.178466796875,170.55284118652344,172.73770141601562,172.73770141601562,16458767984,172.6216812133789,2841140.0,verde
2020-04-22,172.67039489746094,183.75100708007812,171.82659912109375,182.59957885742188,182.59957885742188,17994666395,177.71189498901367,3197866.0,verde
2020-04-23,182.62017822265625,189.0888671875,180.3406524658203,185.02867126464844,185.02867126464844,21275740032,184.26959228515625,3920472.0,verde
2020-04-24,185.22210693359375,190.21038818359375,185.22210693359375,189.2369384765625,189.2369384765625,16788555028,187.47288513183594,3147399.0,verde
2020-04-25,189.2073974609375,196.79237365722656,188.45953369140625,195.5153045654297,195.5153045654297,18260969748,192.49365234375,3515121.0,verde
2020-04-26,195.41358947753906,199.344970703125,194.76806640625,197.31753540039062,197.31753540039062,18335367012,196.71104049682617,3606769.0,verde
2020-04-27,197.47572326660156,199.55279541015625,193.45416259765625,197.22471618652344,197.22471618652344,18670194595,196.92684936523438,3676663.0,roja
2020-04-28,197.2735137939453,198.7865447998047,194.84942626953125,198.41539001464844,198.41539001464844,18217507467,197.33121871948242,3594883.0,verde
2020-04-29,198.46519470214844,218.4546356201172,198.12451171875,216.96823120117188,216.96823120117188,26397548759,208.00314331054688,5490773.0,verde
2020-04-30,216.9091339111328,227.52969360351562,206.43692016601562,207.60205078125,207.60205078125,28089191904,214.61944961547852,6028487.0,roja
2020-05-01,207.9017333984375,217.62802124023438,207.7808837890625,214.21910095214844,214.21910095214844,20816320834,211.8824348449707,4410613.0,verde
2020-05-02,214.23008728027344,215.8475341796875,212.87867736816406,215.32537841796875,215.32537841796875,18260876092,214.57041931152344,3918244.0,verde
2020-05-03,215.35206604003906,219.2708740234375,208.69236755371094,210.9331512451172,210.9331512451172,20469034664,213.56211471557617,4371410.0,roja
2020-05-04,210.89085388183594,211.82838439941406,199.0477294921875,208.17401123046875,208.17401123046875,22602446422,207.48524475097656,4689674.0,roja
2020-05-05,208.01300048828125,211.77862548828125,204.0311279296875,206.77439880371094,206.77439880371094,19004689099,207.64928817749023,3946310.0,roja
2020-05-06,206.48135375976562,211.5346221923828,204.04087829589844,204.0557861328125,204.0557861328125,20343543799,206.52816009521484,4201515.0,roja
2020-05-07,203.91285705566406,214.39247131347656,202.07484436035156,212.28941345214844,212.28941345214844,23594744655,208.16739654541016,4911657.0,verde
2020-05-08,212.1982421875,216.3276824951172,208.8307342529297,212.9915771484375,212.9915771484375,20445139356,212.5870590209961,4346372.0,verde
2020-05-09,213.1421661376953,214.73912048339844,209.07151794433594,211.60012817382812,211.60012817382812,18950547549,212.13823318481445,4020136.0,roja
2020-05-10,211.5522003173828,211.5522003173828,182.71116638183594,188.5995635986328,188.5995635986328,25211575193,198.6037826538086,5007114.0,roja
2020-05-11,188.63218688964844,191.36233520507812,180.7183380126953,185.912841796875,185.912841796875,20054601647,186.65642547607422,3743320.0,roja
2020-05-12,185.87733459472656,191.60134887695312,185.70179748535156,189.3125,189.3125,15899726284,188.1232452392578,2991108.0,verde
2020-05-13,189.3740997314453,200.19732666015625,189.12770080566406,199.1932830810547,199.1932830810547,17054662289,194.47310256958008,3316673.0,verde
2020-05-14,198.89151000976562,204.1175994873047,196.8688201904297,202.9490966796875,202.9490966796875,20150524861,200.70675659179688,4044346.0,verde
2020-05-15,202.9553985595703,203.56639099121094,193.75567626953125,195.62266540527344,195.62266540527344,16602342092,198.97503280639648,3303452.0,roja
2020-05-16,195.61338806152344,202.7711944580078,194.5015869140625,200.6771240234375,200.6771240234375,15379081645,198.3908233642578,3051069.0,verde
2020-05-17,200.60887145996094,209.1609344482422,200.10279846191406,207.15869140625,207.15869140625,15470397303,204.2578239440918,3159950.0,verde
2020-05-18,207.17977905273438,215.90846252441406,207.10906982421875,214.52505493164062,214.52505493164062,17411566928,211.18059158325195,3676985.0,verde
2020-05-19,214.6049346923828,214.6049346923828,210.14305114746094,213.45111083984375,213.45111083984375,14346192779,213.20100784301758,3058623.0,roja
2020-05-20,213.4462432861328,214.71682739257812,207.97581481933594,210.09674072265625,210.09674072265625,12730175511,211.55890655517578,2693182.0,roja
2020-05-21,210.129150390625,211.62518310546875,193.346435546875,199.88360595703125,199.88360595703125,13308321229,203.74609375,2711518.0,roja
2020-05-22,199.8371124267578,208.59153747558594,198.04086303710938,207.169189453125,207.169189453125,12041592114,203.40967559814453,2449376.0,verde
2020-05-23,207.19448852539062,210.38645935058594,205.29421997070312,208.69439697265625,208.69439697265625,10665476768,207.89239120483398,2217271.0,verde
2020-05-24,208.716064453125,210.59507751464844,202.37034606933594,202.37034606933594,202.37034606933594,11833299572,206.01295852661133,2437813.0,roja
2020-05-25,201.98265075683594,206.3614501953125,200.6675567626953,205.3197479248047,205.3197479248047,10415044124,203.5828514099121,2120324.0,verde
2020-05-26,205.2595672607422,205.75254821777344,200.2642822265625,201.90231323242188,201.90231323242188,10159741290,203.294677734375,2065421.0,roja
2020-05-27,201.89300537109375,208.86343383789062,201.78506469726562,208.86343383789062,208.86343383789062,10631034756,205.35123443603516,2183096.0,verde
2020-05-28,208.88543701171875,220.27650451660156,206.24266052246094,219.84042358398438,219.84042358398438,12212469604,213.8112564086914,2611163.0,verde
2020-05-29,219.925048828125,224.2168731689453,218.23805236816406,220.6751251220703,220.6751251220703,12265816557,220.76377487182617,2707848.0,verde
2020-05-30,220.7172088623047,243.94314575195312,218.7444610595703,242.34559631347656,242.34559631347656,15027397867,231.43760299682617,3477905.0,verde
2020-05-31,242.35137939453125,244.04525756835938,230.05282592773438,230.9757080078125,230.9757080078125,12234904813,236.85629272460938,2897914.0,roja
2020-06-01,230.86026000976562,248.2362823486328,230.48805236816406,246.99176025390625,246.99176025390625,13951727936,239.1440887451172,3336473.0,verde
2020-06-02,246.82818603515625,252.2220001220703,233.2252960205078,237.21905517578125,237.21905517578125,13782107567,242.3736343383789,3340419.0,roja
2020-06-03,237.3952178955078,244.1793212890625,235.46444702148438,244.1793212890625,244.1793212890625,9861760817,240.3045768737793,2369826.0,verde
2020-06-04,244.10528564453125,245.92897033691406,236.7653045654297,244.4263916015625,244.4263916015625,10170414304,242.80648803710938,2469443.0,verde
2020-06-05,244.34959411621094,247.32949829101562,240.6820526123047,241.22198486328125,241.22198486328125,9293963914,243.39578247070312,2262112.0,roja
2020-06-06,241.20135498046875,245.98104858398438,239.7245330810547,241.9313201904297,241.9313201904297,8114873845,242.20956420898438,1965500.0,verde
2020-06-07,241.9080810546875,245.4352569580078,236.32525634765625,245.16725158691406,245.16725158691406,9544883157,242.2089614868164,2311856.0,verde
2020-06-08,245.17857360839844,246.64419555664062,241.5421905517578,246.30990600585938,246.30990600585938,8076783299,244.91871643066406,1978155.0,verde
2020-06-09,246.17501831054688,248.34243774414062,242.3385467529297,244.9114532470703,244.9114532470703,8446545788,245.44186401367188,2073136.0,roja
2020-06-10,244.8220672607422,248.65115356445312,242.8197479248047,247.4449462890625,247.4449462890625,8792990206,245.93447875976562,2162499.0,verde
2020-06-11,247.5485382080078,249.8883056640625,229.94297790527344,231.70266723632812,231.70266723632812,12356528860,239.77062225341797,2962733.0,roja
2020-06-12,231.62545776367188,239.3546905517578,229.6450653076172,237.4932098388672,237.4932098388672,8868955009,234.52960586547852,2080033.0,verde
2020-06-13,237.54461669921875,239.19309997558594,235.88967895507812,238.90884399414062,238.90884399414062,7141624980,237.88405990600586,1698879.0,verde
2020-06-14,238.9681854248047,239.10145568847656,232.95819091796875,234.1147003173828,234.1147003173828,7439385176,236.2856330871582,1757820.0,roja
2020-06-15,234.0583038330078,234.2378387451172,221.24176025390625,229.9289093017578,229.9289093017578,10536099884,229.86670303344727,2421899.0,roja
2020-06-16,229.76229858398438,236.39430236816406,228.4261474609375,234.41616821289062,234.41616821289062,7965648016,232.24972915649414,1850020.0,verde
2020-06-17,234.49237060546875,235.9540557861328,229.34164428710938,233.0282745361328,233.0282745361328,7701391592,233.20408630371094,1795996.0,roja
2020-06-18,232.89869689941406,234.57064819335938,228.95143127441406,232.10116577148438,232.10116577148438,6713800872,232.13048553466797,1558478.0,roja
2020-06-19,231.95497131347656,232.15411376953125,226.79518127441406,227.13829040527344,227.13829040527344,6946372590,229.51063919067383,1594266.0,roja
2020-06-20,226.9763641357422,231.4490203857422,226.640625,229.27426147460938,229.27426147460938,6252830566,228.58506774902344,1429304.0,verde
2020-06-21,229.2161407470703,232.35894775390625,228.4929962158203,228.9898223876953,228.9898223876953,5600408178,229.76447677612305,1286775.0,roja
2020-06-22,229.0033721923828,243.77601623535156,228.9347381591797,242.53318786621094,242.53318786621094,9079586552,236.06182861328125,2143344.0,verde
2020-06-23,242.53701782226562,244.86441040039062,239.75973510742188,244.14215087890625,244.14215087890625,6624530348,242.8258285522461,1608607.0,verde
2020-06-24,244.18592834472656,248.50802612304688,232.8077392578125,235.7724609375,235.7724609375,8815030025,240.31853866577148,2118415.0,roja
2020-06-25,235.70285034179688,236.05340576171875,230.29660034179688,232.94448852539062,232.94448852539062,7010426122,233.74933624267578,1638682.0,roja
2020-06-26,232.8774871826172,233.9019317626953,229.25946044921875,229.6680450439453,229.6680450439453,7187490226,231.42673110961914,1663377.0,roja
2020-06-27,229.63148498535156,232.49342346191406,220.5645751953125,222.9597930908203,222.9597930908203,6918380955,226.4123191833496,1566407.0,roja
2020-06-28,222.91448974609375,228.59828186035156,219.47267150878906,225.34716796875,225.34716796875,6205925718,224.0831527709961,1390643.0,verde
2020-06-29,225.36143493652344,229.90321350097656,222.25498962402344,228.1948699951172,228.1948699951172,6726164653,226.42862701416016,1522996.0,verde
2020-06-30,227.9684295654297,229.476806640625,224.815185546875,226.31500244140625,226.31500244140625,6094093001,227.14385604858398,1384236.0,roja
2020-07-01,226.13458251953125,232.75611877441406,224.8357391357422,231.11341857910156,231.11341857910156,6463737443,228.70996475219727,1478321.0,verde
2020-07-02,231.28890991210938,232.39688110351562,225.4619598388672,229.39219665527344,229.39219665527344,6212210566,229.6349868774414,1426541.0,roja
2020-07-03,229.31895446777344,229.6293182373047,224.91397094726562,225.38706970214844,225.38706970214844,5109032700,227.31232833862305,1161346.0,roja
2020-07-04,225.28848266601562,230.05413818359375,225.13331604003906,229.07411193847656,229.07411193847656,5228310135,227.38751220703125,1188852.0,verde
2020-07-05,228.9761962890625,229.85671997070312,224.54449462890625,227.6645965576172,227.6645965576172,5292172429,227.76050186157227,1205348.0,roja
2020-07-06,227.6850128173828,242.13270568847656,227.02952575683594,241.51022338867188,241.51022338867188,8782917553,234.5893669128418,2060379.0,verde
2020-07-07,240.97259521484375,242.68185424804688,234.21865844726562,239.07553100585938,239.07553100585938,6441497597,239.2371597290039,1541046.0,roja
2020-07-08,239.15997314453125,248.30886840820312,238.39837646484375,246.67001342773438,246.67001342773438,9892586411,243.13430786132812,2405227.0,verde
2020-07-09,246.748291015625,247.2916717529297,239.89865112304688,243.01596069335938,243.01596069335938,8429099199,244.23864364624023,2058712.0,roja
2020-07-10,242.86801147460938,242.8837890625,236.73052978515625,240.9849853515625,240.9849853515625,7281370522,240.86682891845703,1753841.0,roja
2020-07-11,241.04478454589844,241.52748107910156,238.33123779296875,239.4581756591797,239.4581756591797,5643067316,240.0904197692871,1354846.0,roja
2020-07-12,239.4596405029297,243.31114196777344,237.7702178955078,242.13169860839844,242.13169860839844,6596394718,240.66817474365234,1587542.0,verde
2020-07-13,242.18186950683594,244.31051635742188,238.2323760986328,239.60458374023438,239.60458374023438,7787751468,241.08233642578125,1877489.0,roja
2020-07-14,239.97561645507812,242.0037841796875,237.7961883544922,240.21148681640625,240.21148681640625,7357458555,239.99676895141602,1765766.0,verde
2020-07-15,240.14364624023438,241.40269470214844,237.09617614746094,238.42352294921875,238.42352294921875,6189328448,239.26651000976562,1480899.0,roja
2020-07-16,238.45091247558594,239.00625610351562,231.6211700439453,233.64088439941406,233.64088439941406,5832057567,235.67980575561523,1374498.0,roja
2020-07-17,233.69139099121094,234.41506958007812,232.10997009277344,232.77308654785156,232.77308654785156,5859850529,233.24737930297852,1366795.0,roja
2020-07-18,232.85568237304688,236.54397583007812,232.32489013671875,235.4838104248047,235.4838104248047,5397402117,234.3020896911621,1264623.0,verde
2020-07-19,235.4582977294922,239.1606903076172,233.2797393798828,238.48751831054688,238.48751831054688,6251377305,236.59656143188477,1479054.0,verde
2020-07-20,238.494873046875,239.5762481689453,234.85264587402344,236.15316772460938,236.15316772460938,5600686192,237.26923370361328,1328871.0,roja
2020-07-21,236.30250549316406,246.18626403808594,235.68096923828125,245.0167236328125,245.0167236328125,6806696015,240.79661560058594,1639029.0,verde
